text,label
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 ",positive
Completion of the transaction is subject to a final agreement and a Due Diligence process ,neutral
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn ,positive
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 ",neutral
Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt ,positive
` Nordic infrastructure construction is one of our strategic growth areas ,neutral
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today ",neutral
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services ,positive
This release is not an offer of securities for sale into the United States or elsewhere ,neutral
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly ,neutral
Possible personnel reductions concern approximately 104 people ,negative
Net sales in 2007 are expected to be 10 % up on 2006 ,positive
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology ,neutral
"Temporary lay-offs , affecting the entire workforce , will also be implemented ",negative
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier ",positive
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses ",positive
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running ,neutral
`` Directors and shareholders alike should ask why these practices were allowed to continue . ',neutral
Pertti Ervi is independent from the Company and its major shareholders ,neutral
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia ,positive
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News ",positive
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades ,neutral
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 ,positive
"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support ",positive
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation ,neutral
New Novator products are supposed to be exported ,neutral
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase ,positive
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 ",neutral
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '",positive
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks ",positive
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 ",neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 ,neutral
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ",neutral
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups ,neutral
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 ",positive
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m ,neutral
"However , the production is almost entirely very labor intensive and based on small investments only ",neutral
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct ",positive
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki ,neutral
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit ,neutral
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ",neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings ",neutral
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time ,neutral
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia ",negative
"A worm set to activate Friday will corrupt documents using the most common file types , including '' ",neutral
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million ",neutral
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years ,neutral
"With the new arrangement , customer responsibilities will become mainly regional ",neutral
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ",negative
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries ",neutral
The company has 120 employees and annual sales of approximately EUR16m ,neutral
The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest ,neutral
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 ,negative
"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ",neutral
"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported ",negative
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas ",neutral
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V ,positive
The company will propose a dividend of EUR0 .12 per share for 2008 ,neutral
To be number one means creating added value for stakeholders in everything we do ,neutral
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ",positive
Poyry is recognized as one of the world 's leading advisors to the global forestry industry ,positive
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln ,neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ",neutral
The sales price was not disclosed ,neutral
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million ",neutral
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 ,neutral
NetCom expects to complete Turbo 3G deployment in these areas this year ,neutral
"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . '",neutral
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia ,neutral
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added ",negative
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko ",positive
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq ,neutral
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor ,neutral
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) ",neutral
HK Ruokatalo 's target is to know the consumers ,neutral
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn ",positive
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services ",positive
Return on capital employed rose by 4.8 percentage points to 19.6 % ,positive
"Body The credit falls due February 24 , 2014 ",neutral
A total of 140 jobs will be reduced at the Raahe Steel Works ,negative
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 ,positive
"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results ",neutral
"International sales rose by 59.8 % to EUR 1,244.4 mn ",positive
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia ,positive
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously ",neutral
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ",positive
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year ",positive
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts ,neutral
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ",positive
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 ,neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway ,neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook ",neutral
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene ",neutral
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular ",positive
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ",neutral
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 ",negative
The orders also include a few high-power drives for the control of seismic compressors ,neutral
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg ,positive
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 ",negative
"It s an area that is highly valued , because most of the land there has already been built on ",neutral
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost ,positive
HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 ,negative
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights ,neutral
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn ",positive
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy ",neutral
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology ,positive
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October ",neutral
The webcast may be followed online on the company website at www.ruukki.com/investors ,neutral
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon ",positive
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores ,neutral
These restrictions do not apply to statutory dividends ,neutral
"The third applicant , Fortum , was dropped ",neutral
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ",neutral
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services ,neutral
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks ",neutral
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 ",positive
The insurance division turned a EUR120m profit ,neutral
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists ,neutral
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 ",positive
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks ",positive
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy ,negative
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) ",neutral
"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ",neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom ,neutral
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts ,neutral
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital ",neutral
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 ,negative
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % ,neutral
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 ",negative
The estimated value of the deal is USD 9.2 million ,neutral
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ",negative
"Previously , it projected the figure to be slightly lower than in 2009 ",neutral
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 ",negative
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France ",neutral
The Finnish company Stockmann has signed the contract with the company Technopolis ,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process ,neutral
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) ,neutral
He will report to CapMan Plc 's CEO Heikki Westerlund ,neutral
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ",neutral
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November ,positive
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 ,positive
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others ",neutral
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company ",neutral
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 ,neutral
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 ,negative
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood ,neutral
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn ",negative
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer ",neutral
In 2007 Etteplan reported a turnover of EUR125 .2 m,neutral
The company 's market share is continued to increase further ,positive
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said ",neutral
After 1 April 2007 Cencorp will not have any own employees in the territory ,neutral
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS new",neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue ",neutral
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message ",neutral
Growth is expected to continue in 2008 ,positive
Olli-Pekka Kallasvuo was elected as vice chairman of the Board ,neutral
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn ",neutral
Cash Flow from Operations for the most recent quarter also reached a eight year low ,negative
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago ",positive
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said ",positive
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works ",neutral
We are now taking Marimekko there on a distinctly more significant scale ,neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ",neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations ,neutral
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year ,negative
"In the end , Sanoma News wants to secure its foundation with the savings ",neutral
"Upon establishment , the plan is directed to approximately 20 persons ",neutral
"The most important export markets are Norway , Germany , Russia and France ",neutral
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal ",neutral
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level ",neutral
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before ",negative
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 ,neutral
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 ",neutral
The plant will collect raw material from the Baltic Sea region ,neutral
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % ",positive
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 ",neutral
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports ",neutral
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million ,positive
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 ",neutral
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ",negative
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish ",neutral
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans ",neutral
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange ",neutral
`` BG Crane has been a strong partner for Hiab in Australia for many years ,neutral
"In addition to Russia , we now seek additional growth in Ukraine ",positive
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect ",negative
Synergy benefits will start to materialise in the second quarter ,positive
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from ",negative
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis ,neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide ,neutral
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic ,neutral
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . '",positive
`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment ,positive
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries ",negative
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 ",positive
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release ,neutral
"BasWare is headquartered in Espoo , Finland ",neutral
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ",neutral
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products ,neutral
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ",neutral
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions ,positive
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products ",neutral
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ",positive
The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV ,neutral
The number of magazine and newspaper readers remained unchanged ,neutral
Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business ,neutral
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments ,negative
An Apple spokeswoman said the company declined to comment ,neutral
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said ",neutral
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) ",neutral
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year ",positive
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup ,neutral
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 ",negative
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 ,neutral
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion ",positive
"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said ",neutral
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO ",positive
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 ",neutral
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News ,neutral
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM ",positive
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres ,negative
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively ,neutral
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions ",neutral
It is in line with its plans to focus on selected growth segments and streamline corporate structure ,positive
`` This is a win for all OEMs targeting to develop WiMAX products ,positive
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ",neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ",positive
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook ,neutral
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation ",neutral
"According to Olvi , the company is already negotiating new agreements ",neutral
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies ",positive
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ",positive
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day ",positive
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains ",negative
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 ,positive
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here ",neutral
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added ",positive
"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters ",neutral
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 ",neutral
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market ",neutral
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 ",positive
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers ",positive
"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ",neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ",negative
Atria Group is a leading Scandinavian meat products group ,positive
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland ",positive
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 ",positive
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 ,neutral
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday ",neutral
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients ",neutral
"If Honkarakenne starts production there , it will need a partner for sawmill operations ",neutral
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ",positive
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 ",positive
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year ,neutral
No financial information was provided ,neutral
"At this growth rate , paying off the national debt will be extremely painful ",negative
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G ,positive
"The total donation amount is EUR 1,115,000 ",neutral
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 ,negative
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today ",positive
Sales of clothing developed best ,positive
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 ",neutral
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway ,positive
Nordic Walking was first used as a summer training method by cross-country skiers ,neutral
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said ",positive
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group ",positive
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers ,positive
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ",positive
Sales in Finland rose by 3.9 % and international growth was 0.7 % ,positive
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art ",neutral
European traffic grew nearly 30 % ,positive
"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok ",neutral
